,grid_point,latitude,longitude,valid_datetime,batch_datetime,wind_speed_10m,wind_speed_50m,wind_blast_speed_10m,t_instant_ground_2m,td_instant_ground_2m,pres_instant_sea_0m,pres_instant_ground_0m,r_instant_ground_2m,rain_instant_ground_0m,grad_accum_ground_0m,tcc_instant_ground_0m,vis_instant_ground_0m
65,136141,52.105,5.18,2022-04-01 00:00:00+00:00,2022-03-31 06:00:00+00:00,8.044762,11.068212,14.847122,272.98926,270.76767,100547.24,100490.625,0.85022616,0.0,0.0,1.0,2129.8079
66,136141,52.105,5.18,2022-04-01 01:00:00+00:00,2022-03-31 06:00:00+00:00,7.791872,10.692602,14.804375,272.82495,270.92078,100569.07,100512.31,0.87067264,0.0,0.0,1.0,1823.2345
68,136141,52.105,5.18,2022-04-01 03:00:00+00:00,2022-03-31 06:00:00+00:00,7.5962586,10.485256,14.037093,272.45215,270.457,100635.94,100579.25,0.8644929,0.0,0.0,1.0,1941.4137
69,136141,52.105,5.18,2022-04-01 04:00:00+00:00,2022-03-31 06:00:00+00:00,7.406757,10.265623,14.014841,272.4214,270.1041,100704.81,100648.125,0.8439854,0.0,0.0,1.0,2594.193
70,136141,52.105,5.18,2022-04-01 05:00:00+00:00,2022-03-31 06:00:00+00:00,7.249617,10.082529,13.589243,272.69434,269.99088,100792.75,100735.94,0.8204107,0.0,0.0,1.0,3204.2988
71,136141,52.105,5.18,2022-04-01 06:00:00+00:00,2022-03-31 06:00:00+00:00,7.4041862,10.359284,13.633956,272.95068,269.34274,100879.75,100822.94,0.7668829,0.0,30639.0,1.0,5008.4824
67,136141,52.105,5.18,2022-04-01 02:00:00+00:00,2022-03-31 06:00:00+00:00,7.5936985,10.435074,14.395667,272.6101,270.8946,100597.8,100541.125,0.88249815,0.0,0.0,1.0,1708.4465
246,136141,52.105,5.18,2022-04-02 05:00:00+00:00,2022-04-01 06:00:00+00:00,2.0778105,5.1145587,3.9448411,271.83423,268.39392,101783.74,101727.56,0.7757482,0.0,0.0,0.98547363,50000.0
225,136141,52.105,5.18,2022-04-01 08:00:00+00:00,2022-04-01 06:00:00+00:00,8.290486,11.270136,15.495393,274.77124,269.62204,100962.68,100905.94,0.6864537,0.0,745485.2,0.9997864,50000.0
226,136141,52.105,5.18,2022-04-01 09:00:00+00:00,2022-04-01 06:00:00+00:00,8.4970255,11.54648,16.033085,275.65063,269.17203,101005.15,100948.375,0.6232203,4.7683716e-07,1279863.8,0.99993896,50000.0
227,136141,52.105,5.18,2022-04-01 10:00:00+00:00,2022-04-01 06:00:00+00:00,8.362258,11.352659,16.134836,276.14258,269.329,101095.84,101039.31,0.6089986,2.2351742e-06,1474333.4,0.9998474,50000.0
228,136141,52.105,5.18,2022-04-01 11:00:00+00:00,2022-04-01 06:00:00+00:00,8.270783,11.213896,15.836979,276.18604,270.09164,101124.92,101068.56,0.64239943,6.556511e-06,1459313.9,0.9999695,50000.0
229,136141,52.105,5.18,2022-04-01 12:00:00+00:00,2022-04-01 06:00:00+00:00,8.145948,11.056071,15.620611,276.29443,270.46106,101172.984,101116.5,0.6556133,6.5267086e-06,1361899.9,0.99972534,50000.0
230,136141,52.105,5.18,2022-04-01 13:00:00+00:00,2022-04-01 06:00:00+00:00,7.723899,10.476412,15.422116,276.45874,271.01782,101208.94,101152.625,0.67502254,8.702278e-06,1494359.0,0.99990845,50000.0
231,136141,52.105,5.18,2022-04-01 14:00:00+00:00,2022-04-01 06:00:00+00:00,7.3588133,9.977,14.652733,276.48755,271.19583,101219.96,101163.81,0.68249935,7.927418e-06,1372660.0,0.9998779,50000.0
232,136141,52.105,5.18,2022-04-01 15:00:00+00:00,2022-04-01 06:00:00+00:00,7.06259,9.5975065,13.94484,276.47925,271.08374,101248.555,101192.44,0.67735726,6.914139e-06,1142996.0,0.9998169,50000.0
233,136141,52.105,5.18,2022-04-01 16:00:00+00:00,2022-04-01 06:00:00+00:00,6.539568,8.86937,13.328817,276.42798,270.34055,101307.77,101251.56,0.6433612,1.5497208e-06,801266.7,0.99993896,50000.0
234,136141,52.105,5.18,2022-04-01 17:00:00+00:00,2022-04-01 06:00:00+00:00,5.234661,7.33834,12.1776705,276.35425,268.66254,101389.266,101332.56,0.5706987,0.0,589484.06,1.0,50000.0
224,136141,52.105,5.18,2022-04-01 07:00:00+00:00,2022-04-01 06:00:00+00:00,7.7471633,10.654983,14.333623,273.77148,269.63196,100836.92,100780.0,0.7383185,0.0,141384.39,0.9996643,50000.0
236,136141,52.105,5.18,2022-04-01 19:00:00+00:00,2022-04-01 06:00:00+00:00,3.2533906,6.353723,5.9442725,274.38745,269.11954,101525.44,101468.69,0.6794187,0.0,1536.0,0.9993286,50000.0
235,136141,52.105,5.18,2022-04-01 18:00:00+00:00,2022-04-01 06:00:00+00:00,2.9166095,5.302197,9.578742,275.40576,269.25735,101466.516,101409.69,0.63805115,0.0,181781.06,0.9999695,50000.0
245,136141,52.105,5.18,2022-04-02 04:00:00+00:00,2022-04-01 06:00:00+00:00,2.1817846,5.198012,4.113144,272.0105,268.38516,101745.125,101688.56,0.7648839,0.0,0.0,0.9991455,50000.0
244,136141,52.105,5.18,2022-04-02 03:00:00+00:00,2022-04-01 06:00:00+00:00,2.2722108,5.29558,4.115751,272.05786,268.43796,101716.375,101660.0,0.7650823,0.0,0.0,0.9998779,50000.0
243,136141,52.105,5.18,2022-04-02 02:00:00+00:00,2022-04-01 06:00:00+00:00,2.0747132,5.223223,3.7717855,272.1438,268.37338,101686.27,101629.69,0.7568425,0.0,0.0,0.99990845,50000.0
242,136141,52.105,5.18,2022-04-02 01:00:00+00:00,2022-04-01 06:00:00+00:00,1.8238722,4.8788576,4.031305,272.2129,268.04837,101672.01,101615.56,0.734641,0.0,0.0,0.9998169,50000.0
247,136141,52.105,5.18,2022-04-02 06:00:00+00:00,2022-04-01 06:00:00+00:00,2.019228,5.045349,3.7594833,272.0647,268.4981,101858.98,101802.75,0.76856136,0.0,79752.125,0.92892456,50000.0
240,136141,52.105,5.18,2022-04-01 23:00:00+00:00,2022-04-01 06:00:00+00:00,2.5935495,5.896318,5.12984,272.9048,268.14774,101673.99,101617.375,0.70348245,0.0,0.0,0.98324585,50000.0
239,136141,52.105,5.18,2022-04-01 22:00:00+00:00,2022-04-01 06:00:00+00:00,2.8246412,6.1790147,5.322437,273.1714,268.16656,101662.06,101605.19,0.69074136,0.0,0.0,0.9986267,50000.0
238,136141,52.105,5.18,2022-04-01 21:00:00+00:00,2022-04-01 06:00:00+00:00,2.8668067,6.189527,5.2170243,273.34155,268.29614,101624.555,101567.94,0.68897146,0.0,0.0,0.99642944,50000.0
237,136141,52.105,5.18,2022-04-01 20:00:00+00:00,2022-04-01 06:00:00+00:00,2.8686225,6.012775,6.080814,273.75977,268.61627,101584.984,101528.375,0.68463796,0.0,0.0,0.99468994,50000.0
241,136141,52.105,5.18,2022-04-02 00:00:00+00:00,2022-04-01 06:00:00+00:00,2.2312171,5.381028,4.7059007,272.55884,267.99918,101661.664,101605.25,0.7132025,0.0,0.0,0.98599243,50000.0
439,136141,52.105,5.18,2022-04-03 06:00:00+00:00,2022-04-02 06:00:00+00:00,0.97735417,3.6553686,2.6148121,271.57837,269.172,102391.1,102333.44,0.8380959,0.0,102808.0,0.0010375977,50000.0
437,136141,52.105,5.18,2022-04-03 04:00:00+00:00,2022-04-02 06:00:00+00:00,0.57403255,2.5416079,1.3514185,270.73682,269.0184,102351.6,102293.875,0.8830107,0.0,0.0,0.0,50000.0
438,136141,52.105,5.18,2022-04-03 05:00:00+00:00,2022-04-02 06:00:00+00:00,0.6357593,2.3140461,1.1537682,270.7339,268.83044,102352.82,102295.19,0.87129194,0.0,0.0,0.99472046,50000.0
416,136141,52.105,5.18,2022-04-02 07:00:00+00:00,2022-04-02 06:00:00+00:00,2.7695062,4.7949033,5.1725245,274.6963,270.53464,101844.58,101787.94,0.7384106,0.0,450361.7,0.943573,50000.0
417,136141,52.105,5.18,2022-04-02 08:00:00+00:00,2022-04-02 06:00:00+00:00,4.3999305,6.1160517,8.468003,276.27197,270.53604,101896.92,101840.375,0.6602091,0.0,1012484.7,0.6350403,50000.0
418,136141,52.105,5.18,2022-04-02 09:00:00+00:00,2022-04-02 06:00:00+00:00,5.4247475,7.425339,10.650661,277.47827,271.2871,101939.78,101883.125,0.6407988,1.7285347e-06,1607247.8,0.78338623,50000.0
419,136141,52.105,5.18,2022-04-02 10:00:00+00:00,2022-04-02 06:00:00+00:00,5.6295,7.5934787,11.391124,277.9851,270.78836,101983.586,101927.25,0.5959523,1.66893e-06,1792729.5,0.8433838,50000.0
420,136141,52.105,5.18,2022-04-02 11:00:00+00:00,2022-04-02 06:00:00+00:00,5.427087,7.2787576,11.08268,278.6001,270.12167,101969.82,101913.31,0.54356843,1.847744e-06,1954849.6,0.89971924,50000.0
422,136141,52.105,5.18,2022-04-02 13:00:00+00:00,2022-04-02 06:00:00+00:00,5.383599,7.1625443,10.744619,278.89014,269.80835,101984.0,101927.69,0.5204358,3.2037497e-06,1679931.0,0.9727783,50000.0
423,136141,52.105,5.18,2022-04-02 14:00:00+00:00,2022-04-02 06:00:00+00:00,5.3123746,7.1052647,10.659796,279.0327,269.7266,101993.15,101937.0,0.5122721,2.0861626e-06,1524723.0,0.9143982,50000.0
424,136141,52.105,5.18,2022-04-02 15:00:00+00:00,2022-04-02 06:00:00+00:00,5.3088303,7.128016,10.546246,278.9099,268.74417,102013.07,101956.81,0.47987753,9.536743e-07,1295570.0,0.92633057,50000.0
425,136141,52.105,5.18,2022-04-02 16:00:00+00:00,2022-04-02 06:00:00+00:00,5.461985,7.3748083,10.390255,278.64453,267.6162,102029.36,101973.06,0.4489782,0.0,996846.0,0.6545105,50000.0
421,136141,52.105,5.18,2022-04-02 12:00:00+00:00,2022-04-02 06:00:00+00:00,5.3358903,7.134553,10.878942,278.8894,269.66187,101970.0,101913.5,0.51477486,1.9073486e-06,1885711.8,0.9111023,50000.0
427,136141,52.105,5.18,2022-04-02 18:00:00+00:00,2022-04-02 06:00:00+00:00,3.7411022,6.366539,9.756788,276.53198,267.54935,102163.016,102106.125,0.5179486,0.0,267512.0,0.14926147,50000.0
426,136141,52.105,5.18,2022-04-02 17:00:00+00:00,2022-04-02 06:00:00+00:00,5.36104,7.3949714,10.790221,278.00928,267.4332,102067.695,102011.25,0.46265018,0.0,756386.0,0.34332275,50000.0
435,136141,52.105,5.18,2022-04-03 02:00:00+00:00,2022-04-02 06:00:00+00:00,0.8536224,2.9090838,1.5562028,271.10278,269.4569,102359.86,102302.5,0.887817,0.0,0.0,0.0,50000.0
434,136141,52.105,5.18,2022-04-03 01:00:00+00:00,2022-04-02 06:00:00+00:00,0.84532654,2.8416047,1.5727315,271.31348,269.66037,102374.414,102317.06,0.88719124,0.0,0.0,0.0,50000.0
433,136141,52.105,5.18,2022-04-03 00:00:00+00:00,2022-04-02 06:00:00+00:00,0.8883167,3.0553837,1.9613442,271.60815,268.96936,102392.89,102335.25,0.82358444,0.0,0.0,0.0,50000.0
432,136141,52.105,5.18,2022-04-02 23:00:00+00:00,2022-04-02 06:00:00+00:00,1.1045215,3.428242,2.3614264,272.00024,268.4117,102373.21,102315.69,0.76698923,0.0,0.0,0.45932007,50000.0
436,136141,52.105,5.18,2022-04-03 03:00:00+00:00,2022-04-02 06:00:00+00:00,0.7626031,2.974008,1.5054855,270.90308,269.1923,102359.06,102301.56,0.8837429,0.0,0.0,0.0,50000.0
430,136141,52.105,5.18,2022-04-02 21:00:00+00:00,2022-04-02 06:00:00+00:00,1.6695131,4.7856526,3.7413085,273.03833,268.0417,102314.11,102256.625,0.6907557,0.0,0.0,0.19204712,50000.0
429,136141,52.105,5.18,2022-04-02 20:00:00+00:00,2022-04-02 06:00:00+00:00,2.0625165,5.3206577,4.3737864,273.708,267.92786,102295.734,102238.56,0.65228814,0.0,0.0,0.29248047,50000.0
428,136141,52.105,5.18,2022-04-02 19:00:00+00:00,2022-04-02 06:00:00+00:00,2.413799,5.5937304,6.742024,274.78198,267.81116,102253.82,102196.56,0.59853107,0.0,4096.0,0.3503418,50000.0
431,136141,52.105,5.18,2022-04-02 22:00:00+00:00,2022-04-02 06:00:00+00:00,1.3111299,4.147032,3.0219812,272.4912,268.16852,102340.02,102282.25,0.72614115,0.0,0.0,0.41967773,50000.0
630,136141,52.105,5.18,2022-04-04 05:00:00+00:00,2022-04-03 06:00:00+00:00,6.829963,10.00983,12.574727,276.2832,273.96576,101292.64,101235.625,0.8477789,0.0,0.0,1.0,50000.0
608,136141,52.105,5.18,2022-04-03 07:00:00+00:00,2022-04-03 06:00:00+00:00,1.4284381,3.6620235,2.9250808,273.31396,270.26898,102389.14,102332.06,0.80048263,0.0,287695.97,0.00012207031,50000.0
609,136141,52.105,5.18,2022-04-03 08:00:00+00:00,2022-04-03 06:00:00+00:00,2.3913121,3.5815144,4.817845,276.135,271.674,102418.65,102361.875,0.7247066,0.0,1119888.2,0.054260254,50000.0
610,136141,52.105,5.18,2022-04-03 09:00:00+00:00,2022-04-03 06:00:00+00:00,2.8858826,3.8516517,6.0703745,278.2268,273.0714,102397.414,102340.25,0.69281554,0.0,1602072.0,0.9342346,50000.0
611,136141,52.105,5.18,2022-04-03 10:00:00+00:00,2022-04-03 06:00:00+00:00,3.3021097,4.367829,6.955637,279.36865,273.4195,102363.234,102306.69,0.65645283,9.983778e-06,1552025.8,0.9380188,50000.0
612,136141,52.105,5.18,2022-04-03 11:00:00+00:00,2022-04-03 06:00:00+00:00,3.4750993,4.4887896,7.8114963,280.13135,273.16907,102322.086,102265.56,0.61175954,7.1823597e-06,1817121.0,0.9267273,50000.0
613,136141,52.105,5.18,2022-04-03 12:00:00+00:00,2022-04-03 06:00:00+00:00,3.4543347,4.4928865,7.625411,280.05225,274.00662,102302.89,102246.69,0.6535376,1.5199184e-05,1429554.0,0.9923401,50000.0
614,136141,52.105,5.18,2022-04-03 13:00:00+00:00,2022-04-03 06:00:00+00:00,3.5457342,4.646,7.458216,280.2478,273.94778,102294.54,102238.19,0.6418947,1.4811754e-05,1409118.0,0.99331665,50000.0
615,136141,52.105,5.18,2022-04-03 14:00:00+00:00,2022-04-03 06:00:00+00:00,4.0316052,5.343291,8.128876,280.437,273.41174,102271.016,102214.44,0.6095154,1.0430813e-05,1272289.0,0.9871521,50000.0
616,136141,52.105,5.18,2022-04-03 15:00:00+00:00,2022-04-03 06:00:00+00:00,4.706741,6.280336,9.273629,280.47144,273.29874,102215.9,102159.5,0.603305,3.6358833e-06,1172522.0,0.8055725,50000.0
617,136141,52.105,5.18,2022-04-03 16:00:00+00:00,2022-04-03 06:00:00+00:00,4.775426,6.3785796,9.396191,280.12915,273.1536,102171.96,102115.81,0.6110721,1.7285347e-06,1111216.0,0.52407837,50000.0
618,136141,52.105,5.18,2022-04-03 17:00:00+00:00,2022-04-03 06:00:00+00:00,4.3777423,5.8796115,9.264181,279.4021,272.7289,102125.15,102068.94,0.62305015,0.0,680050.0,0.5840759,50000.0
631,136141,52.105,5.18,2022-04-04 06:00:00+00:00,2022-04-03 06:00:00+00:00,7.381639,10.607143,13.606812,276.91895,274.37042,101178.984,101121.75,0.8342132,2.682209e-07,37982.0,1.0,50000.0
620,136141,52.105,5.18,2022-04-03 19:00:00+00:00,2022-04-03 06:00:00+00:00,1.8532757,4.5963316,4.6291327,276.4585,272.92267,102104.305,102046.625,0.77614325,0.0,5376.0,0.7581787,50000.0
619,136141,52.105,5.18,2022-04-03 18:00:00+00:00,2022-04-03 06:00:00+00:00,2.5856135,4.7524815,8.128663,278.12012,272.9436,102106.04,102049.125,0.6917,0.0,267274.0,0.2972107,50000.0
628,136141,52.105,5.18,2022-04-04 03:00:00+00:00,2022-04-03 06:00:00+00:00,6.0172195,9.224715,11.0536585,275.4275,272.3572,101502.92,101446.0,0.80140764,0.0,0.0,1.0,50000.0
627,136141,52.105,5.18,2022-04-04 02:00:00+00:00,2022-04-03 06:00:00+00:00,5.420367,8.691417,9.955203,275.1643,271.92014,101638.54,101581.25,0.79129857,0.0,0.0,0.99765015,50000.0
626,136141,52.105,5.18,2022-04-04 01:00:00+00:00,2022-04-03 06:00:00+00:00,5.0249667,8.39857,9.215448,274.9568,272.1438,101766.734,101709.19,0.81597924,0.0,0.0,0.9926758,50000.0
625,136141,52.105,5.18,2022-04-04 00:00:00+00:00,2022-04-03 06:00:00+00:00,4.038322,7.753194,7.38797,274.41943,272.44315,101867.47,101809.69,0.8670116,0.0,0.0,0.98703,50000.0
629,136141,52.105,5.18,2022-04-04 04:00:00+00:00,2022-04-03 06:00:00+00:00,6.216098,9.390088,11.409409,275.8557,273.4403,101390.305,101333.25,0.84091276,0.0,0.0,1.0,50000.0
623,136141,52.105,5.18,2022-04-03 22:00:00+00:00,2022-04-03 06:00:00+00:00,2.6320412,6.149827,4.7798705,274.09595,272.21307,102003.55,101945.94,0.8724578,0.0,0.0,0.7305603,50000.0
622,136141,52.105,5.18,2022-04-03 21:00:00+00:00,2022-04-03 06:00:00+00:00,2.152757,5.355122,3.882924,274.5437,272.3227,102055.98,101998.375,0.8520263,0.0,0.0,0.997406,50000.0
621,136141,52.105,5.18,2022-04-03 20:00:00+00:00,2022-04-03 06:00:00+00:00,1.8609223,4.819008,3.3688018,275.23315,272.57788,102082.41,102024.75,0.8261323,0.0,0.0,0.9637451,50000.0
624,136141,52.105,5.18,2022-04-03 23:00:00+00:00,2022-04-03 06:00:00+00:00,3.1673286,6.898148,5.776553,274.02197,272.36325,101944.164,101886.56,0.8871984,0.0,0.0,0.17990112,50000.0
822,136141,52.105,5.18,2022-04-05 05:00:00+00:00,2022-04-04 06:00:00+00:00,5.738099,8.324803,10.7167845,281.88672,281.1035,100513.53,100457.94,0.9475729,3.0696392e-06,0.0,1.0,4865.5073
800,136141,52.105,5.18,2022-04-04 07:00:00+00:00,2022-04-04 06:00:00+00:00,9.199334,12.739226,16.956867,277.76782,274.2063,101025.4,100968.75,0.77661866,1.9744039e-05,231945.84,1.0,50000.0
801,136141,52.105,5.18,2022-04-04 08:00:00+00:00,2022-04-04 06:00:00+00:00,9.316037,12.825984,17.364828,278.05078,275.06128,100956.484,100900.25,0.8096989,4.7713518e-05,174238.39,1.0,50000.0
802,136141,52.105,5.18,2022-04-04 09:00:00+00:00,2022-04-04 06:00:00+00:00,9.434049,13.084878,17.394814,277.71704,275.88507,100869.17,100812.94,0.8786679,0.00026488304,174881.81,1.0,13210.005
803,136141,52.105,5.18,2022-04-04 10:00:00+00:00,2022-04-04 06:00:00+00:00,9.504695,13.143325,17.758915,277.88184,276.81516,100818.31,100762.06,0.92795306,0.00048446655,66727.41,1.0000001,9373.041
804,136141,52.105,5.18,2022-04-04 11:00:00+00:00,2022-04-04 06:00:00+00:00,8.89119,12.315717,17.53131,278.5066,277.66528,100738.08,100681.25,0.9426469,0.00046220422,56564.355,1.0000019,3767.3823
805,136141,52.105,5.18,2022-04-04 12:00:00+00:00,2022-04-04 06:00:00+00:00,8.485419,11.773613,16.361345,279.0703,278.2899,100632.67,100575.5,0.9470872,0.00031718612,50214.938,1.0000023,3534.759
806,136141,52.105,5.18,2022-04-04 13:00:00+00:00,2022-04-04 06:00:00+00:00,7.973096,11.063214,15.620557,279.49463,278.84277,100585.055,100528.56,0.9559832,0.00047507882,37638.375,1.0,2676.138
807,136141,52.105,5.18,2022-04-04 14:00:00+00:00,2022-04-04 06:00:00+00:00,7.4883947,10.434445,14.646068,279.92188,279.3231,100536.19,100480.31,0.9594168,0.0005902946,30817.0,1.0000002,2403.0557
808,136141,52.105,5.18,2022-04-04 15:00:00+00:00,2022-04-04 06:00:00+00:00,6.7932186,9.591342,13.747522,280.36646,279.87277,100478.32,100422.625,0.9661158,0.00036400557,23497.438,1.0000002,2281.7183
809,136141,52.105,5.18,2022-04-04 16:00:00+00:00,2022-04-04 06:00:00+00:00,6.284239,8.98629,12.468261,280.8943,280.40384,100435.68,100380.0,0.96694046,0.00080499053,14514.75,1.0,2013.0765
810,136141,52.105,5.18,2022-04-04 17:00:00+00:00,2022-04-04 06:00:00+00:00,6.0594454,8.713873,11.802794,281.57715,280.9574,100445.914,100389.875,0.9581066,0.00026240945,8811.75,1.0,2779.112
823,136141,52.105,5.18,2022-04-05 06:00:00+00:00,2022-04-04 06:00:00+00:00,6.153597,8.822024,11.30986,281.9182,281.11154,100528.77,100473.125,0.9461689,0.0001386106,3292.0,1.0,4090.539
812,136141,52.105,5.18,2022-04-04 19:00:00+00:00,2022-04-04 06:00:00+00:00,5.5099425,8.122503,10.230224,282.3733,281.7391,100488.77,100432.81,0.95777947,1.3291836e-05,335.125,1.0,3482.2996
813,136141,52.105,5.18,2022-04-04 20:00:00+00:00,2022-04-04 06:00:00+00:00,4.306618,6.759176,10.139077,282.31494,281.6963,100533.56,100477.94,0.9588785,0.00047332048,0.0,1.0,2518.9497
814,136141,52.105,5.18,2022-04-04 21:00:00+00:00,2022-04-04 06:00:00+00:00,4.5617905,6.9891443,8.589711,282.1792,281.5473,100552.055,100496.5,0.9576122,2.7775764e-05,0.0,1.0,3498.3093
815,136141,52.105,5.18,2022-04-04 22:00:00+00:00,2022-04-04 06:00:00+00:00,4.2092733,6.683028,8.280334,282.01978,281.51953,100546.87,100491.5,0.96620375,0.0003540218,0.0,1.0,2291.6636
816,136141,52.105,5.18,2022-04-04 23:00:00+00:00,2022-04-04 06:00:00+00:00,4.7527876,7.419291,8.702935,282.05127,281.39926,100533.164,100477.31,0.95640755,0.0002962649,0.0,1.0,2830.4
817,136141,52.105,5.18,2022-04-05 00:00:00+00:00,2022-04-04 06:00:00+00:00,5.273975,7.758684,11.23326,281.86426,281.22974,100555.71,100500.31,0.9576892,2.1517277e-05,0.0,1.0,3491.0127
818,136141,52.105,5.18,2022-04-05 01:00:00+00:00,2022-04-04 06:00:00+00:00,5.74131,8.310745,11.459074,281.74927,281.0923,100545.91,100490.56,0.95587337,2.0861626e-07,0.0,1.0,3673.9592
819,136141,52.105,5.18,2022-04-05 02:00:00+00:00,2022-04-04 06:00:00+00:00,5.365276,7.871664,10.5229025,281.6836,280.92477,100538.69,100483.25,0.9495258,1.4901161e-06,0.0,1.0,4515.6294
820,136141,52.105,5.18,2022-04-05 03:00:00+00:00,2022-04-04 06:00:00+00:00,5.2242765,7.800431,9.8686075,281.7146,280.88373,100536.37,100480.75,0.94494843,4.172325e-07,0.0,1.0,5439.069
821,136141,52.105,5.18,2022-04-05 04:00:00+00:00,2022-04-04 06:00:00+00:00,5.431404,8.102718,9.968196,281.86108,281.04095,100513.6,100457.75,0.9454673,0.00032690167,0.0,1.0,3637.3203
811,136141,52.105,5.18,2022-04-04 18:00:00+00:00,2022-04-04 06:00:00+00:00,5.2797346,7.931468,11.12512,282.1411,281.483,100459.08,100402.69,0.9560242,4.801154e-05,3346.9375,1.0,3657.8
1015,136141,52.105,5.18,2022-04-06 06:00:00+00:00,2022-04-05 06:00:00+00:00,6.86198,9.75983,12.683559,280.3108,278.31573,100135.945,100080.81,0.8710593,0.0,55244.938,1.0,50000.0
1013,136141,52.105,5.18,2022-04-06 04:00:00+00:00,2022-04-05 06:00:00+00:00,6.521215,9.511317,12.013442,280.36548,278.70197,100175.22,100119.81,0.8910793,0.0,0.0,0.9909668,50000.0
992,136141,52.105,5.18,2022-04-05 07:00:00+00:00,2022-04-05 06:00:00+00:00,5.6846733,8.171359,11.65346,282.53687,281.59665,100482.39,100427.06,0.937776,2.9802322e-08,60723.137,1.0,50000.0
993,136141,52.105,5.18,2022-04-05 08:00:00+00:00,2022-04-05 06:00:00+00:00,5.122935,7.3125668,10.407727,283.02173,281.73297,100548.125,100492.625,0.9164288,0.0,190104.25,1.0,50000.0
994,136141,52.105,5.18,2022-04-05 09:00:00+00:00,2022-04-05 06:00:00+00:00,6.034867,8.541565,11.095876,283.09302,281.80157,100517.64,100462.0,0.91638243,1.9967556e-06,111182.64,1.0000007,50000.0
995,136141,52.105,5.18,2022-04-05 10:00:00+00:00,2022-04-05 06:00:00+00:00,6.1231804,8.616514,11.2567835,283.18994,281.82462,100537.93,100482.125,0.9116823,2.2262335e-05,123028.42,1.0000021,50000.0
996,136141,52.105,5.18,2022-04-05 11:00:00+00:00,2022-04-05 06:00:00+00:00,5.896452,8.328763,11.74125,283.29663,282.23166,100570.8,100515.06,0.9302137,3.97861e-05,172123.88,1.0000001,50000.0
997,136141,52.105,5.18,2022-04-05 12:00:00+00:00,2022-04-05 06:00:00+00:00,6.4413877,8.955526,11.833347,283.2151,282.33878,100557.04,100501.75,0.94261885,0.00014612079,227005.06,1.0000002,4692.0366
998,136141,52.105,5.18,2022-04-05 13:00:00+00:00,2022-04-05 06:00:00+00:00,6.177745,8.708056,12.037104,282.96167,282.1365,100539.83,100484.625,0.945564,0.0001425147,114156.44,1.0000001,4107.5356
999,136141,52.105,5.18,2022-04-05 14:00:00+00:00,2022-04-05 06:00:00+00:00,6.683173,9.373943,12.514467,282.98022,282.05518,100535.48,100480.0,0.93913275,0.00011855364,64581.75,1.0,20750.297
1000,136141,52.105,5.18,2022-04-05 15:00:00+00:00,2022-04-05 06:00:00+00:00,6.704564,9.396057,13.138767,283.2151,282.02637,100533.47,100478.0,0.92234844,2.0861626e-06,86026.06,1.0,50000.0
1001,136141,52.105,5.18,2022-04-05 16:00:00+00:00,2022-04-05 06:00:00+00:00,5.8029733,8.260267,12.300159,283.17554,281.9399,100520.766,100465.625,0.9194343,1.1622906e-06,121412.06,1.0,50000.0
1014,136141,52.105,5.18,2022-04-06 05:00:00+00:00,2022-04-05 06:00:00+00:00,6.5404444,9.464506,12.366993,280.13745,278.33688,100154.99,100099.44,0.88258016,0.0,0.0,0.9999695,50000.0
1003,136141,52.105,5.18,2022-04-05 18:00:00+00:00,2022-04-05 06:00:00+00:00,4.01563,6.224543,8.811611,283.25488,281.44702,100505.21,100449.94,0.8850877,0.0,88339.69,0.99990845,50000.0
1004,136141,52.105,5.18,2022-04-05 19:00:00+00:00,2022-04-05 06:00:00+00:00,3.8252978,6.116111,7.3061047,282.8286,281.57785,100510.73,100455.5,0.9184898,5.9604645e-07,2888.8125,1.0,50000.0
1005,136141,52.105,5.18,2022-04-05 20:00:00+00:00,2022-04-05 06:00:00+00:00,3.734187,6.1119666,7.9933224,282.45093,281.1342,100482.6,100427.44,0.9143089,1.1920929e-07,0.0,1.0,50000.0
1006,136141,52.105,5.18,2022-04-05 21:00:00+00:00,2022-04-05 06:00:00+00:00,3.7903392,6.4328523,6.9281282,282.23242,280.78918,100459.69,100404.44,0.9064202,0.0,0.0,0.99905396,50000.0
1007,136141,52.105,5.18,2022-04-05 22:00:00+00:00,2022-04-05 06:00:00+00:00,4.6491947,7.1875715,9.196032,282.17603,280.34103,100441.8,100386.25,0.8820445,0.0,0.0,1.0,50000.0
1008,136141,52.105,5.18,2022-04-05 23:00:00+00:00,2022-04-05 06:00:00+00:00,4.5992527,7.31937,8.613302,281.9485,280.57132,100407.38,100352.5,0.9100907,6.6161156e-06,0.0,1.0,50000.0
1009,136141,52.105,5.18,2022-04-06 00:00:00+00:00,2022-04-05 06:00:00+00:00,4.8873777,7.5721807,9.7999735,281.8247,280.47568,100361.99,100307.06,0.9121507,0.0,0.0,1.0,50000.0
1010,136141,52.105,5.18,2022-04-06 01:00:00+00:00,2022-04-05 06:00:00+00:00,4.963291,7.760325,9.125163,281.75537,280.29773,100312.516,100257.5,0.9047809,0.0,0.0,0.98883057,50000.0
1011,136141,52.105,5.18,2022-04-06 02:00:00+00:00,2022-04-05 06:00:00+00:00,5.2088976,7.946553,9.57846,281.6416,280.379,100260.914,100205.5,0.91726696,0.0,0.0,0.99624634,50000.0
