,grid_point,latitude,longitude,valid_datetime,batch_datetime,wind_speed_10m,wind_speed_50m,wind_blast_speed_10m,t_instant_ground_2m,td_instant_ground_2m,pres_instant_sea_0m,pres_instant_ground_0m,r_instant_ground_2m,rain_instant_ground_0m,grad_accum_ground_0m,tcc_instant_ground_0m,vis_instant_ground_0m
228,136141,52.105,5.18,2023-04-01 11:00:00+00:00,2023-04-01 06:00:00+00:00,3.9356534,5.335035,7.6278677,283.1631,282.64545,99787.01,99731.75,0.965516,0.00013130903,166449.94,1.0000038,2621.2131
229,136141,52.105,5.18,2023-04-01 12:00:00+00:00,2023-04-01 06:00:00+00:00,3.5828629,4.9513083,7.2008214,283.14014,282.65393,99845.39,99790.44,0.9673537,8.0138445e-05,69907.56,1.0000021,2532.5908
230,136141,52.105,5.18,2023-04-01 13:00:00+00:00,2023-04-01 06:00:00+00:00,3.2511415,4.4592743,6.481277,283.51074,282.91064,99909.484,99854.19,0.9601205,0.00015628338,156867.12,1.0,2800.7
231,136141,52.105,5.18,2023-04-01 14:00:00+00:00,2023-04-01 06:00:00+00:00,4.488169,6.3708797,8.226997,283.38672,282.69357,99976.086,99921.06,0.953849,0.00018084049,76150.56,1.0,3218.4873
232,136141,52.105,5.18,2023-04-01 15:00:00+00:00,2023-04-01 06:00:00+00:00,4.08513,5.762251,8.252386,282.85278,282.23557,100048.09,99993.75,0.95897573,5.9247017e-05,38401.375,1.0,3373.1401
233,136141,52.105,5.18,2023-04-01 16:00:00+00:00,2023-04-01 06:00:00+00:00,4.6562934,6.501571,8.623818,282.3955,281.6198,100146.516,100091.69,0.94815713,8.144975e-05,55676.875,1.0,4065.248
234,136141,52.105,5.18,2023-04-01 17:00:00+00:00,2023-04-01 06:00:00+00:00,4.8938236,6.8338904,9.075739,281.67603,280.9097,100275.06,100220.25,0.948539,4.3272972e-05,30328.188,1.0,4683.589
224,136141,52.105,5.18,2023-04-01 07:00:00+00:00,2023-04-01 06:00:00+00:00,4.394961,6.2923675,9.736955,282.875,282.38934,99424.89,99369.75,0.9670135,0.00017392635,9427.259,1.0000002,2409.5625
236,136141,52.105,5.18,2023-04-01 19:00:00+00:00,2023-04-01 06:00:00+00:00,5.2729206,7.4445815,9.793035,280.6211,279.8343,100555.42,100500.44,0.9472048,7.7188015e-06,0.0,1.0,4937.6777
235,136141,52.105,5.18,2023-04-01 18:00:00+00:00,2023-04-01 06:00:00+00:00,5.0407605,7.082158,9.345795,281.03052,280.3098,100411.75,100356.94,0.9515992,3.248453e-05,12732.0,1.0,4198.1597
245,136141,52.105,5.18,2023-04-02 04:00:00+00:00,2023-04-01 06:00:00+00:00,5.6871667,7.904924,10.672188,277.51392,274.53452,101589.02,101532.44,0.8097846,0.0,0.0,1.0,50000.0
244,136141,52.105,5.18,2023-04-02 03:00:00+00:00,2023-04-01 06:00:00+00:00,5.6137033,7.8125563,10.593836,277.95483,275.62674,101469.75,101413.25,0.8489234,6.7055225e-07,0.0,1.0,50000.0
243,136141,52.105,5.18,2023-04-02 02:00:00+00:00,2023-04-01 06:00:00+00:00,5.649492,7.7828665,10.546389,278.26367,276.0818,101380.16,101324.06,0.85801756,6.854534e-07,0.0,1.0,50000.0
242,136141,52.105,5.18,2023-04-02 01:00:00+00:00,2023-04-01 06:00:00+00:00,5.601195,7.854849,10.537187,278.5796,276.58636,101273.8,101217.875,0.86958367,2.3543835e-06,0.0,1.0,50000.0
247,136141,52.105,5.18,2023-04-02 06:00:00+00:00,2023-04-01 06:00:00+00:00,5.706195,7.9088373,11.95281,275.64844,271.89188,101864.56,101807.69,0.76250523,0.0,83440.81,0.5289917,50000.0
240,136141,52.105,5.18,2023-04-01 23:00:00+00:00,2023-04-01 06:00:00+00:00,5.5705867,7.7157893,10.468052,279.22974,277.59915,101046.84,100991.125,0.8925633,2.413988e-06,0.0,1.0,50000.0
239,136141,52.105,5.18,2023-04-01 22:00:00+00:00,2023-04-01 06:00:00+00:00,5.592104,7.777844,10.8823,279.4944,278.1116,100913.9,100858.44,0.90861547,5.9604645e-08,0.0,1.0,50000.0
238,136141,52.105,5.18,2023-04-01 21:00:00+00:00,2023-04-01 06:00:00+00:00,5.807715,8.059109,10.864271,279.88452,278.7611,100794.19,100738.875,0.9253695,2.1517277e-05,0.0,1.0,50000.0
237,136141,52.105,5.18,2023-04-01 20:00:00+00:00,2023-04-01 06:00:00+00:00,5.611543,7.819657,10.488703,280.32178,279.22903,100679.31,100624.06,0.92736846,7.2717667e-06,0.0,1.0,50000.0
241,136141,52.105,5.18,2023-04-02 00:00:00+00:00,2023-04-01 06:00:00+00:00,5.6008697,7.775233,10.484207,278.91577,277.08572,101151.57,101095.75,0.8796849,1.4603138e-06,0.0,1.0,50000.0
439,136141,52.105,5.18,2023-04-03 06:00:00+00:00,2023-04-02 06:00:00+00:00,3.2376316,5.8431954,5.9866858,273.3186,270.66974,103246.57,103188.44,0.82404274,0.0,107014.31,0.0,50000.0
437,136141,52.105,5.18,2023-04-03 04:00:00+00:00,2023-04-02 06:00:00+00:00,2.712964,5.659316,5.336388,273.49316,271.17566,103161.04,103102.875,0.8449473,0.0,0.0,0.0,50000.0
438,136141,52.105,5.18,2023-04-03 05:00:00+00:00,2023-04-02 06:00:00+00:00,2.7475088,5.5850716,5.051293,273.22852,271.10272,103209.55,103151.44,0.8564371,0.0,0.0,0.0,50000.0
416,136141,52.105,5.18,2023-04-02 07:00:00+00:00,2023-04-02 06:00:00+00:00,5.432761,7.3862596,10.4120655,275.83228,272.54337,101957.3,101900.56,0.7895358,0.0,493535.12,0.48660278,50000.0
417,136141,52.105,5.18,2023-04-02 08:00:00+00:00,2023-04-02 06:00:00+00:00,5.714929,7.7082458,11.185207,276.7434,272.73596,102089.26,102032.625,0.7506633,0.0,1067056.8,0.5381775,50000.0
418,136141,52.105,5.18,2023-04-02 09:00:00+00:00,2023-04-02 06:00:00+00:00,6.2279296,8.4978075,12.3395815,277.91943,272.89413,102178.695,102122.06,0.69891995,0.0,1572151.8,0.7867737,50000.0
419,136141,52.105,5.18,2023-04-02 10:00:00+00:00,2023-04-02 06:00:00+00:00,6.221388,8.459199,12.4963045,279.38794,273.01288,102262.32,102205.69,0.6364954,0.0,2001259.0,0.12017822,50000.0
420,136141,52.105,5.18,2023-04-02 11:00:00+00:00,2023-04-02 06:00:00+00:00,6.10381,8.266047,12.662601,280.70654,272.77863,102321.57,102265.0,0.5714772,0.0,2398181.0,6.1035156e-05,50000.0
422,136141,52.105,5.18,2023-04-02 13:00:00+00:00,2023-04-02 06:00:00+00:00,5.9687414,8.063897,12.71183,282.7588,272.473,102402.086,102345.5,0.48637837,0.0,2491944.2,0.0,50000.0
423,136141,52.105,5.18,2023-04-02 14:00:00+00:00,2023-04-02 06:00:00+00:00,5.0137887,6.7124043,12.237705,283.3938,272.52023,102466.086,102409.56,0.46786928,0.0,2257560.5,0.0,50000.0
424,136141,52.105,5.18,2023-04-02 15:00:00+00:00,2023-04-02 06:00:00+00:00,5.1327305,6.8876076,10.487502,283.52295,272.4095,102483.04,102426.5,0.46008748,0.0,1870217.5,0.0,50000.0
425,136141,52.105,5.18,2023-04-02 16:00:00+00:00,2023-04-02 06:00:00+00:00,5.1901493,6.982893,10.644057,283.1184,272.06332,102542.195,102485.875,0.46075928,0.0,1365741.8,0.0,50000.0
421,136141,52.105,5.18,2023-04-02 12:00:00+00:00,2023-04-02 06:00:00+00:00,6.1846223,8.373785,12.652637,281.85693,272.4335,102353.12,102296.44,0.51533973,0.0,2543692.2,0.0,50000.0
427,136141,52.105,5.18,2023-04-02 18:00:00+00:00,2023-04-02 06:00:00+00:00,2.6785274,4.876122,8.344164,281.1504,273.35138,102697.04,102640.375,0.5781316,0.0,267019.62,0.0,50000.0
426,136141,52.105,5.18,2023-04-02 17:00:00+00:00,2023-04-02 06:00:00+00:00,4.5095196,6.143816,10.210335,282.47803,272.31342,102635.695,102579.31,0.48988897,0.0,797568.06,0.0,50000.0
435,136141,52.105,5.18,2023-04-03 02:00:00+00:00,2023-04-02 06:00:00+00:00,3.0683403,6.0561323,5.6454477,274.13037,270.37317,103105.98,103048.06,0.76018447,0.0,0.0,0.0,50000.0
434,136141,52.105,5.18,2023-04-03 01:00:00+00:00,2023-04-02 06:00:00+00:00,2.9711363,6.016115,5.4431596,274.68042,270.29074,103118.34,103060.31,0.726203,0.0,0.0,0.0,50000.0
433,136141,52.105,5.18,2023-04-03 00:00:00+00:00,2023-04-02 06:00:00+00:00,2.9569745,6.0360293,5.667717,275.3462,270.79483,103081.57,103023.625,0.7185278,0.0,0.0,0.0,50000.0
432,136141,52.105,5.18,2023-04-02 23:00:00+00:00,2023-04-02 06:00:00+00:00,3.046299,6.237318,6.2140946,275.98608,271.59106,103023.734,102966.0,0.72801864,0.0,0.0,0.0,50000.0
436,136141,52.105,5.18,2023-04-03 03:00:00+00:00,2023-04-02 06:00:00+00:00,2.9105337,5.8975124,5.6389103,273.7456,270.87277,103119.95,103061.94,0.8108286,0.0,0.0,0.0,50000.0
430,136141,52.105,5.18,2023-04-02 21:00:00+00:00,2023-04-02 06:00:00+00:00,3.4810793,6.706849,6.395875,277.44922,273.0862,102937.26,102880.125,0.73247457,0.0,0.0,0.0,50000.0
429,136141,52.105,5.18,2023-04-02 20:00:00+00:00,2023-04-02 06:00:00+00:00,2.8004115,6.0230646,5.1238294,278.3064,273.922,102885.34,102828.5,0.7327038,0.0,0.0,0.03756714,50000.0
428,136141,52.105,5.18,2023-04-02 19:00:00+00:00,2023-04-02 06:00:00+00:00,1.9408169,4.607293,4.863489,279.55542,273.11298,102786.04,102728.75,0.63365865,0.0,4096.0,0.07687378,50000.0
431,136141,52.105,5.18,2023-04-02 22:00:00+00:00,2023-04-02 06:00:00+00:00,3.3845456,6.536318,6.56517,276.69653,272.11597,102975.84,102918.44,0.7194738,0.0,0.0,0.0,50000.0
630,136141,52.105,5.18,2023-04-04 05:00:00+00:00,2023-04-03 06:00:00+00:00,0.8832709,2.6935625,1.7626086,272.36084,269.86987,103075.74,103017.31,0.8330764,0.0,21.0,0.6505127,50000.0
608,136141,52.105,5.18,2023-04-03 07:00:00+00:00,2023-04-03 06:00:00+00:00,4.165798,5.8929963,7.955918,275.53687,270.9042,103212.836,103154.81,0.71460706,0.0,577097.0,0.0,50000.0
609,136141,52.105,5.18,2023-04-03 08:00:00+00:00,2023-04-03 06:00:00+00:00,4.6042223,6.340015,9.073637,277.06177,270.11038,103279.99,103222.625,0.6049265,0.0,1161064.8,0.0,50000.0
610,136141,52.105,5.18,2023-04-03 09:00:00+00:00,2023-04-03 06:00:00+00:00,4.515253,6.15361,9.257891,278.864,268.81546,103306.69,103249.625,0.48413658,0.0,1709548.2,0.0,50000.0
611,136141,52.105,5.18,2023-04-03 10:00:00+00:00,2023-04-03 06:00:00+00:00,5.4488745,7.394853,11.248377,280.28857,267.07388,103307.96,103251.125,0.3844195,0.0,2147512.0,0.0,50000.0
612,136141,52.105,5.18,2023-04-03 11:00:00+00:00,2023-04-03 06:00:00+00:00,5.716963,7.740135,11.886678,281.1853,268.13464,103245.14,103188.56,0.3918348,0.0,2442360.0,0.0,50000.0
613,136141,52.105,5.18,2023-04-03 12:00:00+00:00,2023-04-03 06:00:00+00:00,5.980394,8.072065,12.430512,281.9021,268.4417,103199.664,103143.19,0.38216048,0.0,2568384.0,0.0,50000.0
614,136141,52.105,5.18,2023-04-03 13:00:00+00:00,2023-04-03 06:00:00+00:00,5.707356,7.6713347,12.403938,282.37476,268.0957,103180.016,103123.56,0.3606606,0.0,2512386.0,0.0,50000.0
615,136141,52.105,5.18,2023-04-03 14:00:00+00:00,2023-04-03 06:00:00+00:00,5.61027,7.5249205,11.912589,282.42163,268.53104,103152.11,103095.81,0.37146366,0.0,2280480.0,0.0,50000.0
616,136141,52.105,5.18,2023-04-03 15:00:00+00:00,2023-04-03 06:00:00+00:00,5.3701425,7.2190437,11.596917,282.20923,268.9649,103080.55,103024.25,0.38927072,0.0,1892580.0,0.0,50000.0
617,136141,52.105,5.18,2023-04-03 16:00:00+00:00,2023-04-03 06:00:00+00:00,5.0637527,6.848928,10.938724,281.84106,269.27292,103028.24,102971.81,0.40846652,0.0,1385178.0,0.0,50000.0
618,136141,52.105,5.18,2023-04-03 17:00:00+00:00,2023-04-03 06:00:00+00:00,4.6513658,6.3023896,10.02588,281.24707,269.61243,103046.086,102989.25,0.43610048,0.0,814122.0,0.0,50000.0
631,136141,52.105,5.18,2023-04-04 06:00:00+00:00,2023-04-03 06:00:00+00:00,1.0386033,3.1371934,1.8931024,272.6504,269.9943,103077.33,103018.75,0.82303596,0.0,103765.0,0.22619629,50000.0
620,136141,52.105,5.18,2023-04-03 19:00:00+00:00,2023-04-03 06:00:00+00:00,1.927544,4.7823243,5.3351994,278.16113,270.63,103107.16,103049.875,0.58205235,0.0,5519.0,0.01184082,50000.0
619,136141,52.105,5.18,2023-04-03 18:00:00+00:00,2023-04-03 06:00:00+00:00,2.9416754,5.1733723,8.703746,279.92017,270.31448,103080.414,103023.125,0.5033007,0.0,280623.0,0.0,50000.0
628,136141,52.105,5.18,2023-04-04 03:00:00+00:00,2023-04-03 06:00:00+00:00,1.1956626,3.6486514,3.034048,272.95923,269.8413,103037.195,102978.56,0.79541767,0.0,0.0,0.5212097,50000.0
627,136141,52.105,5.18,2023-04-04 02:00:00+00:00,2023-04-03 06:00:00+00:00,1.6644981,4.5175567,3.489007,273.23853,269.82104,103048.2,102989.56,0.7781752,0.0,0.0,0.68289185,50000.0
626,136141,52.105,5.18,2023-04-04 01:00:00+00:00,2023-04-03 06:00:00+00:00,1.9250205,4.901769,3.4909918,273.58936,269.78943,103082.875,103024.25,0.7568586,0.0,0.0,0.29541016,50000.0
625,136141,52.105,5.18,2023-04-04 00:00:00+00:00,2023-04-03 06:00:00+00:00,1.8380563,4.7745976,3.3351219,274.0442,269.9362,103124.8,103066.44,0.74066895,0.0,0.0,0.31695557,50000.0
629,136141,52.105,5.18,2023-04-04 04:00:00+00:00,2023-04-03 06:00:00+00:00,0.97599405,2.9221191,2.1843646,272.62183,269.84824,103057.16,102998.94,0.8159332,0.0,0.0,0.73928833,50000.0
623,136141,52.105,5.18,2023-04-03 22:00:00+00:00,2023-04-03 06:00:00+00:00,1.7171463,4.824618,3.971197,275.26074,269.88107,103077.26,103017.375,0.67571205,0.0,0.0,0.43273926,50000.0
622,136141,52.105,5.18,2023-04-03 21:00:00+00:00,2023-04-03 06:00:00+00:00,2.1792362,5.5164824,4.2355113,276.00903,269.95093,103080.92,103022.875,0.6438822,0.0,0.0,0.00077819824,50000.0
621,136141,52.105,5.18,2023-04-03 20:00:00+00:00,2023-04-03 06:00:00+00:00,2.2792482,5.6369514,4.147075,276.93945,270.12393,103114.43,103056.69,0.6106788,0.0,0.0,0.009628296,50000.0
624,136141,52.105,5.18,2023-04-03 23:00:00+00:00,2023-04-03 06:00:00+00:00,1.725594,4.4711924,3.4570835,274.41797,270.1299,103103.16,103045.0,0.73111683,0.0,0.0,0.89416504,50000.0
822,136141,52.105,5.18,2023-04-05 05:00:00+00:00,2023-04-04 06:00:00+00:00,0.858525,3.020481,1.5393897,272.4629,269.6189,102438.19,102380.25,0.81160045,0.0,231.0,0.0,50000.0
800,136141,52.105,5.18,2023-04-04 07:00:00+00:00,2023-04-04 06:00:00+00:00,0.6809737,2.1840048,1.7161742,274.21484,270.11313,102983.16,102924.625,0.7413481,0.0,511256.38,0.5269165,50000.0
801,136141,52.105,5.18,2023-04-04 08:00:00+00:00,2023-04-04 06:00:00+00:00,0.731517,1.2152693,2.0227718,277.19556,270.38812,103021.48,102963.06,0.6114872,0.0,1149769.6,0.0,50000.0
802,136141,52.105,5.18,2023-04-04 09:00:00+00:00,2023-04-04 06:00:00+00:00,0.7375027,0.8779394,3.2507062,279.32104,269.12115,102970.65,102912.75,0.47984874,0.0,1699452.0,0.0,50000.0
803,136141,52.105,5.18,2023-04-04 10:00:00+00:00,2023-04-04 06:00:00+00:00,2.0506856,2.6365292,5.924905,281.0996,270.0903,102963.76,102906.25,0.45656335,0.0,2137310.0,0.0,50000.0
804,136141,52.105,5.18,2023-04-04 11:00:00+00:00,2023-04-04 06:00:00+00:00,2.3374562,2.891706,6.67308,281.98462,270.695,102946.97,102890.125,0.44983393,0.0,2432362.0,0.0,50000.0
805,136141,52.105,5.18,2023-04-04 12:00:00+00:00,2023-04-04 06:00:00+00:00,1.9151427,2.315709,6.4865007,282.75854,271.22476,102915.84,102859.25,0.44382155,0.0,2555103.0,0.083618164,50000.0
806,136141,52.105,5.18,2023-04-04 13:00:00+00:00,2023-04-04 06:00:00+00:00,2.227625,2.7431042,6.36487,283.4834,271.6215,102861.96,102804.94,0.43544436,0.0,2426433.0,0.0,50000.0
807,136141,52.105,5.18,2023-04-04 14:00:00+00:00,2023-04-04 06:00:00+00:00,2.6341202,3.1970892,7.1400175,283.53516,270.97424,102781.84,102725.75,0.41350216,0.0,2270872.0,0.0,50000.0
808,136141,52.105,5.18,2023-04-04 15:00:00+00:00,2023-04-04 06:00:00+00:00,2.3752,2.932918,6.779365,283.51,270.8615,102701.84,102645.5,0.41089296,0.0,1893631.0,0.0,50000.0
809,136141,52.105,5.18,2023-04-04 16:00:00+00:00,2023-04-04 06:00:00+00:00,2.769747,3.4481764,6.2898273,283.1577,272.377,102642.9,102586.25,0.4701888,0.0,1387687.0,0.0,50000.0
810,136141,52.105,5.18,2023-04-04 17:00:00+00:00,2023-04-04 06:00:00+00:00,2.815458,3.578359,6.32237,282.23608,272.60388,102633.68,102577.44,0.50854945,0.0,819030.0,0.0,50000.0
823,136141,52.105,5.18,2023-04-05 06:00:00+00:00,2023-04-04 06:00:00+00:00,0.86468923,2.9986596,1.5856682,272.854,269.68478,102438.414,102380.44,0.79253465,0.0,126812.0,0.0,50000.0
812,136141,52.105,5.18,2023-04-04 19:00:00+00:00,2023-04-04 06:00:00+00:00,1.8127068,4.496943,3.2623127,278.52783,272.8151,102656.52,102599.44,0.6659606,0.0,7230.0,0.00033569336,50000.0
813,136141,52.105,5.18,2023-04-04 20:00:00+00:00,2023-04-04 06:00:00+00:00,1.6089896,4.255261,3.2640483,277.06104,272.53217,102654.195,102598.0,0.7230978,0.0,0.0,0.00012207031,50000.0
814,136141,52.105,5.18,2023-04-04 21:00:00+00:00,2023-04-04 06:00:00+00:00,1.3359942,4.013642,2.900906,275.98486,272.6187,102651.0,102593.81,0.7854609,0.0,0.0,0.00012207031,50000.0
815,136141,52.105,5.18,2023-04-04 22:00:00+00:00,2023-04-04 06:00:00+00:00,1.2575468,3.793371,2.3920264,275.1477,272.69662,102622.59,102564.875,0.83810425,0.0,0.0,0.0,50000.0
816,136141,52.105,5.18,2023-04-04 23:00:00+00:00,2023-04-04 06:00:00+00:00,0.89301276,3.0163646,2.2515543,274.3999,272.64148,102620.55,102562.25,0.8809208,0.0,0.0,0.0,50000.0
817,136141,52.105,5.18,2023-04-05 00:00:00+00:00,2023-04-04 06:00:00+00:00,0.80939585,2.8633702,1.6043937,273.75586,272.4196,102603.64,102543.75,0.9077764,0.0,0.0,0.0,50000.0
818,136141,52.105,5.18,2023-04-05 01:00:00+00:00,2023-04-04 06:00:00+00:00,0.8044818,3.146008,2.122282,273.2998,272.0368,102572.49,102514.56,0.91267437,0.0,0.0,0.0,50000.0
819,136141,52.105,5.18,2023-04-05 02:00:00+00:00,2023-04-04 06:00:00+00:00,0.90858907,3.3281054,1.6894783,273.13696,271.1349,102521.38,102463.375,0.86412096,0.0,0.0,0.0,50000.0
820,136141,52.105,5.18,2023-04-05 03:00:00+00:00,2023-04-04 06:00:00+00:00,0.9467509,3.3269808,1.9249504,272.9397,270.0663,102488.48,102430.19,0.81005913,0.0,0.0,0.0,50000.0
821,136141,52.105,5.18,2023-04-05 04:00:00+00:00,2023-04-04 06:00:00+00:00,0.8343291,3.0784917,1.7174685,272.72437,269.69305,102460.99,102402.94,0.8006293,0.0,0.0,0.0,50000.0
811,136141,52.105,5.18,2023-04-04 18:00:00+00:00,2023-04-04 06:00:00+00:00,1.6551194,3.4332178,5.5854745,280.82642,273.14185,102628.97,102570.875,0.58197534,0.0,289290.0,0.0,50000.0
1015,136141,52.105,5.18,2023-04-06 06:00:00+00:00,2023-04-05 06:00:00+00:00,2.3743122,5.090938,4.9438057,274.9734,271.06964,101605.35,101550.0,0.7534865,0.0,74343.0,0.9998779,50000.0
1013,136141,52.105,5.18,2023-04-06 04:00:00+00:00,2023-04-05 06:00:00+00:00,2.6674027,5.9775357,4.8177824,274.7461,270.3638,101622.53,101566.375,0.72649354,0.0,0.0,1.0,50000.0
992,136141,52.105,5.18,2023-04-05 07:00:00+00:00,2023-04-05 06:00:00+00:00,0.2713189,1.261915,0.9667585,274.63013,270.23984,102358.34,102300.06,0.72606564,0.0,605392.25,0.0,50000.0
993,136141,52.105,5.18,2023-04-05 08:00:00+00:00,2023-04-05 06:00:00+00:00,0.6670415,1.0932662,1.9205183,277.469,270.7841,102355.6,102297.19,0.6178648,0.0,1173722.5,0.0,50000.0
994,136141,52.105,5.18,2023-04-05 09:00:00+00:00,2023-04-05 06:00:00+00:00,0.9070013,1.3305645,2.8921733,280.21704,271.52286,102330.46,102272.25,0.53909856,0.0,1709551.2,0.0,50000.0
995,136141,52.105,5.18,2023-04-05 10:00:00+00:00,2023-04-05 06:00:00+00:00,1.2030765,1.3639369,4.537268,281.89966,270.56876,102315.91,102258.625,0.44806415,0.0,2146684.0,0.0,50000.0
996,136141,52.105,5.18,2023-04-05 11:00:00+00:00,2023-04-05 06:00:00+00:00,1.3333342,1.5498099,5.050386,282.9751,271.10437,102303.25,102246.56,0.4334457,0.0,2408447.0,0.16860962,50000.0
997,136141,52.105,5.18,2023-04-05 12:00:00+00:00,2023-04-05 06:00:00+00:00,1.7047619,1.9691947,5.66811,283.78198,271.7266,102238.42,102182.0,0.4301188,0.0,2514804.0,0.047332764,50000.0
998,136141,52.105,5.18,2023-04-05 13:00:00+00:00,2023-04-05 06:00:00+00:00,1.6452113,1.8539369,5.685305,284.21436,271.76398,102176.19,102120.19,0.41913205,0.0,2473830.0,0.043914795,50000.0
999,136141,52.105,5.18,2023-04-05 14:00:00+00:00,2023-04-05 06:00:00+00:00,1.4529922,1.6083823,5.510977,284.48706,271.3687,102120.15,102064.44,0.39963108,0.0,2264304.0,0.0,50000.0
1000,136141,52.105,5.18,2023-04-05 15:00:00+00:00,2023-04-05 06:00:00+00:00,1.4852846,1.6267123,5.101107,284.70874,271.5849,102050.64,101994.5,0.40016496,0.0,1894027.0,0.0,50000.0
1001,136141,52.105,5.18,2023-04-05 16:00:00+00:00,2023-04-05 06:00:00+00:00,1.4857026,1.6727291,4.861765,284.58618,272.00858,101996.23,101939.56,0.41609508,0.0,1384715.0,0.085510254,50000.0
1014,136141,52.105,5.18,2023-04-06 05:00:00+00:00,2023-04-05 06:00:00+00:00,2.7336614,5.8754926,5.049382,274.81738,270.61627,101595.97,101539.94,0.7365187,0.0,0.0,0.9987488,50000.0
1003,136141,52.105,5.18,2023-04-05 18:00:00+00:00,2023-04-05 06:00:00+00:00,0.649159,1.1949217,3.363736,282.5691,273.80106,101957.71,101901.125,0.5424836,0.0,297260.0,0.35427856,50000.0
1004,136141,52.105,5.18,2023-04-05 19:00:00+00:00,2023-04-05 06:00:00+00:00,0.6784003,2.1386595,1.6505467,280.46094,274.1281,101967.875,101911.125,0.64099497,0.0,9073.0,0.2963562,50000.0
1005,136141,52.105,5.18,2023-04-05 20:00:00+00:00,2023-04-05 06:00:00+00:00,0.19581062,0.6590509,1.4651811,278.53784,273.83994,101970.555,101914.19,0.7168016,0.0,0.0,0.8729553,50000.0
1006,136141,52.105,5.18,2023-04-05 21:00:00+00:00,2023-04-05 06:00:00+00:00,0.9949192,2.578906,1.7357591,277.26392,273.53458,101955.49,101899.69,0.7668354,0.0,0.0,0.9975281,50000.0
1007,136141,52.105,5.18,2023-04-05 22:00:00+00:00,2023-04-05 06:00:00+00:00,1.2869062,4.020408,2.3330815,276.2849,272.29007,101919.79,101865.0,0.75067663,0.0,0.0,0.9942932,50000.0
1008,136141,52.105,5.18,2023-04-05 23:00:00+00:00,2023-04-05 06:00:00+00:00,2.080786,5.523034,3.7693255,275.66406,270.95685,101872.375,101816.44,0.71127915,0.0,0.0,0.9375305,50000.0
1009,136141,52.105,5.18,2023-04-06 00:00:00+00:00,2023-04-05 06:00:00+00:00,2.2735841,5.837848,4.1174088,275.31226,270.40503,101840.86,101784.5,0.70006454,0.0,0.0,0.676239,50000.0
1010,136141,52.105,5.18,2023-04-06 01:00:00+00:00,2023-04-05 06:00:00+00:00,2.2466679,5.740935,4.1176314,274.99,270.35794,101788.86,101732.56,0.7137824,0.0,0.0,0.9628601,50000.0
