,grid_point,latitude,longitude,valid_datetime,batch_datetime,wind_speed_10m,wind_speed_50m,wind_blast_speed_10m,t_instant_ground_2m,td_instant_ground_2m,pres_instant_sea_0m,pres_instant_ground_0m,r_instant_ground_2m,rain_instant_ground_0m,grad_accum_ground_0m,tcc_instant_ground_0m,vis_instant_ground_0m
4261,136141,52.105,5.18,2023-04-22 12:00:00+00:00,2023-04-22 06:00:00+00:00,5.126619,6.739212,9.636038,287.92896,284.84177,100638.016,100584.0,0.81686884,0.0023803115,757620.1,1.0,3774.114
4267,136141,52.105,5.18,2023-04-22 18:00:00+00:00,2023-04-22 06:00:00+00:00,1.172593,1.5278252,2.7336776,282.26733,280.51004,100744.95,100689.625,0.8868929,0.0,128579.0,0.9954529,50000.0
4268,136141,52.105,5.18,2023-04-22 19:00:00+00:00,2023-04-22 06:00:00+00:00,1.624695,3.1959307,2.9796317,281.4265,280.26138,100766.01,100710.94,0.9229654,0.0,61033.0,0.8778076,50000.0
4269,136141,52.105,5.18,2023-04-22 20:00:00+00:00,2023-04-22 06:00:00+00:00,1.3727925,3.3953774,3.0308864,280.38428,279.8335,100793.516,100738.25,0.9628368,0.0,0.0,0.54714966,3063.2322
4270,136141,52.105,5.18,2023-04-22 21:00:00+00:00,2023-04-22 06:00:00+00:00,1.4289893,3.7899451,2.600086,279.74023,279.26953,100779.84,100724.44,0.96778077,0.0,0.0,0.99850464,2745.9546
4271,136141,52.105,5.18,2023-04-22 22:00:00+00:00,2023-04-22 06:00:00+00:00,1.8349446,4.585383,3.3386524,279.4475,278.86978,100763.71,100708.31,0.9604193,0.0,0.0,0.987854,3249.6602
4272,136141,52.105,5.18,2023-04-22 23:00:00+00:00,2023-04-22 06:00:00+00:00,2.0593998,5.069001,3.7752619,279.1599,278.6617,100769.49,100714.25,0.9658381,0.0,0.0,0.9231262,2862.558
4274,136141,52.105,5.18,2023-04-23 01:00:00+00:00,2023-04-22 06:00:00+00:00,2.4991415,5.5818343,4.574147,279.42236,279.10483,100722.914,100668.25,0.97819126,0.0,0.0,1.0,2262.9148
4275,136141,52.105,5.18,2023-04-23 02:00:00+00:00,2023-04-22 06:00:00+00:00,2.9305334,5.8029084,5.3820987,280.3413,279.88254,100667.375,100612.56,0.9687501,6.556511e-07,0.0,0.6481323,2692.2085
4276,136141,52.105,5.18,2023-04-23 03:00:00+00:00,2023-04-22 06:00:00+00:00,2.9002144,5.8651166,5.497076,280.3894,279.88882,100617.305,100562.75,0.96585107,0.0,0.0,0.55740356,2861.6067
4277,136141,52.105,5.18,2023-04-23 04:00:00+00:00,2023-04-22 06:00:00+00:00,2.6971433,5.716978,5.3156424,280.35962,279.9103,100598.72,100544.44,0.9692691,0.0,0.0,0.9999695,2664.1233
4266,136141,52.105,5.18,2023-04-22 17:00:00+00:00,2023-04-22 06:00:00+00:00,1.4249778,2.0162792,5.5782766,281.99585,280.65442,100705.53,100650.75,0.9121912,0.0,63377.0,1.0,50000.0
4448,136141,52.105,5.18,2023-04-23 07:00:00+00:00,2023-04-23 06:00:00+00:00,3.9544406,5.615154,7.660294,283.75952,281.9685,100550.55,100496.19,0.88618004,0.0,914962.7,0.0050964355,50000.0
4470,136141,52.105,5.18,2023-04-24 05:00:00+00:00,2023-04-23 06:00:00+00:00,7.508091,10.372717,14.123256,281.05847,280.19714,99975.58,99920.44,0.9423479,0.0006983876,-52.0,1.0,3426.8245
4471,136141,52.105,5.18,2023-04-24 06:00:00+00:00,2023-04-23 06:00:00+00:00,6.6769176,9.33334,14.705513,280.68042,279.64288,100117.86,100062.75,0.93098676,0.000636518,6140.0,1.0,8085.812
4449,136141,52.105,5.18,2023-04-23 08:00:00+00:00,2023-04-23 06:00:00+00:00,4.372169,6.0009313,8.895034,285.63208,283.02982,100518.21,100463.94,0.84099734,0.0,1477817.0,0.045135498,50000.0
4450,136141,52.105,5.18,2023-04-23 09:00:00+00:00,2023-04-23 06:00:00+00:00,4.7494874,6.47357,9.579918,287.18848,283.52905,100522.86,100468.81,0.7853631,2.2649765e-06,1948123.9,0.77734375,50000.0
4451,136141,52.105,5.18,2023-04-23 10:00:00+00:00,2023-04-23 06:00:00+00:00,5.171324,7.025319,10.313801,287.2881,282.97064,100505.27,100451.75,0.7516784,1.0669231e-05,1520342.5,1.0,50000.0
4452,136141,52.105,5.18,2023-04-23 11:00:00+00:00,2023-04-23 06:00:00+00:00,4.913723,6.7153273,10.212717,287.27368,282.92618,100465.71,100412.69,0.75040334,1.0073185e-05,1017738.7,1.0,50000.0
4453,136141,52.105,5.18,2023-04-23 12:00:00+00:00,2023-04-23 06:00:00+00:00,5.5736327,7.6485686,10.580273,287.83862,282.35883,100374.234,100320.375,0.69617313,6.0796738e-06,1136406.5,1.0,50000.0
4455,136141,52.105,5.18,2023-04-23 14:00:00+00:00,2023-04-23 06:00:00+00:00,4.040149,5.529104,9.4519005,287.59033,283.2743,100225.23,100171.375,0.7523554,1.4424324e-05,913007.8,1.0,50000.0
4456,136141,52.105,5.18,2023-04-23 15:00:00+00:00,2023-04-23 06:00:00+00:00,3.0056872,5.0055737,8.082998,285.9685,284.30026,100153.8,100100.125,0.89517796,0.00018239021,252022.19,1.0,16493.018
4457,136141,52.105,5.18,2023-04-23 16:00:00+00:00,2023-04-23 06:00:00+00:00,5.0684896,7.34247,9.433854,284.70508,283.38815,100104.516,100052.31,0.91528934,0.00077211857,92903.5,1.0,7166.325
4458,136141,52.105,5.18,2023-04-23 17:00:00+00:00,2023-04-23 06:00:00+00:00,3.1832857,5.450164,9.430135,284.3047,283.43314,99982.09,99928.06,0.9433351,0.0002632141,91348.0,1.0,4125.518
4454,136141,52.105,5.18,2023-04-23 13:00:00+00:00,2023-04-23 06:00:00+00:00,4.9493303,6.7743473,10.614719,287.28784,283.13663,100324.24,100270.44,0.76007694,8.821487e-06,659453.56,1.0,50000.0
4460,136141,52.105,5.18,2023-04-23 19:00:00+00:00,2023-04-23 06:00:00+00:00,3.2782326,5.8284917,7.6127005,284.06226,283.05927,99772.445,99718.31,0.93481445,0.0,3452.0,0.9998779,50000.0
4459,136141,52.105,5.18,2023-04-23 18:00:00+00:00,2023-04-23 06:00:00+00:00,2.7862463,5.0534773,5.919906,284.08765,283.2773,99835.766,99781.31,0.9466772,0.00018286705,16873.75,1.0,3898.089
4468,136141,52.105,5.18,2023-04-24 03:00:00+00:00,2023-04-23 06:00:00+00:00,5.397203,7.643659,11.596261,282.042,281.29953,99821.96,99767.125,0.95059496,1.2755394e-05,0.0,1.0,4346.062
4467,136141,52.105,5.18,2023-04-24 02:00:00+00:00,2023-04-23 06:00:00+00:00,5.4910483,7.8608494,13.367045,282.20996,281.4661,99801.09,99745.94,0.9504266,4.7683716e-06,0.0,0.9999695,4371.8047
4466,136141,52.105,5.18,2023-04-24 01:00:00+00:00,2023-04-23 06:00:00+00:00,7.29157,9.988924,13.8199215,282.31274,281.2245,99824.54,99769.25,0.9286674,1.4901161e-06,0.0,1.0,50000.0
4465,136141,52.105,5.18,2023-04-24 00:00:00+00:00,2023-04-23 06:00:00+00:00,6.016466,8.565376,12.802706,282.11768,281.17606,99852.29,99797.875,0.93756294,3.5762787e-07,0.0,1.0,50000.0
4469,136141,52.105,5.18,2023-04-24 04:00:00+00:00,2023-04-23 06:00:00+00:00,5.8616967,8.349903,10.862646,281.45203,280.6674,99864.55,99809.875,0.9476734,0.0001258254,0.0,1.0,3930.9866
4463,136141,52.105,5.18,2023-04-23 22:00:00+00:00,2023-04-23 06:00:00+00:00,6.657906,9.471331,12.322517,283.42285,282.49255,99785.52,99729.875,0.9391485,6.556511e-06,0.0,1.0,50000.0
4462,136141,52.105,5.18,2023-04-23 21:00:00+00:00,2023-04-23 06:00:00+00:00,3.6306117,5.6035843,7.449445,283.53442,282.57037,99738.21,99683.875,0.9371644,1.8000603e-05,0.0,1.0,50000.0
4461,136141,52.105,5.18,2023-04-23 20:00:00+00:00,2023-04-23 06:00:00+00:00,3.9791846,6.1376686,7.38945,283.9619,283.0292,99756.67,99702.56,0.93915534,2.026558e-05,0.0,1.0,50000.0
4464,136141,52.105,5.18,2023-04-23 23:00:00+00:00,2023-04-23 06:00:00+00:00,6.8794703,9.630263,14.302114,282.32324,281.49368,99825.01,99770.5,0.9451612,7.379055e-05,0.0,1.0,4586.6323
4663,136141,52.105,5.18,2023-04-25 06:00:00+00:00,2023-04-24 06:00:00+00:00,2.8805091,4.4517937,5.434861,279.2334,274.61926,101272.48,101216.0,0.72269565,0.0,209524.06,0.9674072,50000.0
4662,136141,52.105,5.18,2023-04-25 05:00:00+00:00,2023-04-24 06:00:00+00:00,2.1180632,4.3472733,4.0568614,278.52563,274.73016,101196.83,101140.125,0.7647185,0.0,21695.312,0.9552002,50000.0
4641,136141,52.105,5.18,2023-04-24 08:00:00+00:00,2023-04-24 06:00:00+00:00,5.633939,8.044047,12.305952,280.95972,279.8427,100345.98,100291.06,0.9259959,0.00014930964,39156.47,1.0,18708.988
4642,136141,52.105,5.18,2023-04-24 09:00:00+00:00,2023-04-24 06:00:00+00:00,5.147873,7.520918,10.305414,281.50928,280.4012,100449.1,100393.19,0.92680377,0.00038790703,208148.31,1.0,10368.879
4643,136141,52.105,5.18,2023-04-24 10:00:00+00:00,2023-04-24 06:00:00+00:00,7.2021666,9.935542,14.79212,281.85938,279.22412,100545.05,100489.31,0.83470154,1.1265278e-05,470140.2,0.9925842,50000.0
4644,136141,52.105,5.18,2023-04-24 11:00:00+00:00,2023-04-24 06:00:00+00:00,6.6980305,9.179293,13.818405,282.17334,277.6648,100611.33,100556.25,0.7334059,3.695488e-06,1072951.5,0.99557495,50000.0
4645,136141,52.105,5.18,2023-04-24 12:00:00+00:00,2023-04-24 06:00:00+00:00,6.8436885,9.383831,13.766267,282.10132,277.6805,100670.18,100615.31,0.7376935,7.8082085e-06,962443.94,0.9998169,50000.0
4646,136141,52.105,5.18,2023-04-24 13:00:00+00:00,2023-04-24 06:00:00+00:00,7.2842255,9.938546,13.762378,282.23413,277.3711,100718.71,100663.375,0.7155687,1.13248825e-05,910268.3,1.0,50000.0
4647,136141,52.105,5.18,2023-04-24 14:00:00+00:00,2023-04-24 06:00:00+00:00,7.4693403,10.2012825,14.306846,282.69604,277.53998,100754.375,100698.625,0.7015151,7.2717667e-06,944830.75,0.9981079,50000.0
4648,136141,52.105,5.18,2023-04-24 15:00:00+00:00,2023-04-24 06:00:00+00:00,7.208848,9.881047,14.315811,282.11377,277.65167,100787.04,100732.125,0.73570997,7.390976e-06,778638.1,0.9857483,50000.0
4649,136141,52.105,5.18,2023-04-24 16:00:00+00:00,2023-04-24 06:00:00+00:00,7.156153,9.735266,13.865623,282.01343,277.53848,100816.52,100761.94,0.7348556,1.692772e-05,903787.5,0.9999695,50000.0
4650,136141,52.105,5.18,2023-04-24 17:00:00+00:00,2023-04-24 06:00:00+00:00,6.8787727,9.41336,13.431357,281.8562,278.11758,100855.04,100799.94,0.77300304,1.335144e-05,601883.2,0.9918518,50000.0
4640,136141,52.105,5.18,2023-04-24 07:00:00+00:00,2023-04-24 06:00:00+00:00,6.6377225,9.31664,14.778523,281.42212,280.40182,100199.03,100144.25,0.9325273,0.00043034554,11333.102,1.0,10129.896
4652,136141,52.105,5.18,2023-04-24 19:00:00+00:00,2023-04-24 06:00:00+00:00,5.2628937,7.4488115,10.614027,280.90186,277.55765,100908.65,100853.125,0.79348105,0.0,56075.375,1.0,50000.0
4653,136141,52.105,5.18,2023-04-24 20:00:00+00:00,2023-04-24 06:00:00+00:00,4.830644,7.0145335,9.816155,280.81592,277.63046,100956.68,100901.06,0.80190396,0.0,0.0,1.0,50000.0
4654,136141,52.105,5.18,2023-04-24 21:00:00+00:00,2023-04-24 06:00:00+00:00,4.392006,6.450389,9.059863,280.68457,277.23755,100973.164,100917.25,0.7876219,0.0,0.0,0.7789917,50000.0
4655,136141,52.105,5.18,2023-04-24 22:00:00+00:00,2023-04-24 06:00:00+00:00,3.5949395,5.6437874,8.1447,280.2434,277.35806,100969.945,100913.94,0.8186125,0.0,0.0,0.99679565,50000.0
4656,136141,52.105,5.18,2023-04-24 23:00:00+00:00,2023-04-24 06:00:00+00:00,2.9211771,5.0651484,6.9956565,279.81348,277.1771,100978.05,100922.0,0.8325286,0.0,0.0,0.25021362,50000.0
4657,136141,52.105,5.18,2023-04-25 00:00:00+00:00,2023-04-24 06:00:00+00:00,2.8835707,5.2109203,5.4914145,279.5952,276.75797,101019.766,100963.25,0.8201232,0.0,0.0,0.5367737,50000.0
4658,136141,52.105,5.18,2023-04-25 01:00:00+00:00,2023-04-24 06:00:00+00:00,2.4531527,5.124428,5.310316,278.49146,276.03043,101050.43,100995.06,0.8413024,0.0,0.0,0.18945312,50000.0
4659,136141,52.105,5.18,2023-04-25 02:00:00+00:00,2023-04-24 06:00:00+00:00,2.290816,5.0451407,4.4958954,278.06787,275.3653,101078.66,101023.375,0.826303,0.0,0.0,0.9421997,50000.0
4660,136141,52.105,5.18,2023-04-25 03:00:00+00:00,2023-04-24 06:00:00+00:00,2.3178003,4.8635654,4.2606654,278.3645,274.88333,101113.25,101057.19,0.7823578,0.0,0.0,0.9192505,50000.0
4661,136141,52.105,5.18,2023-04-25 04:00:00+00:00,2023-04-24 06:00:00+00:00,2.1982555,4.559258,4.274365,278.44727,274.64575,101156.25,101099.81,0.7643524,0.0,0.0,0.9650879,50000.0
4651,136141,52.105,5.18,2023-04-24 18:00:00+00:00,2023-04-24 06:00:00+00:00,5.7358184,7.8467507,12.9435215,281.1792,277.8567,100885.58,100830.56,0.7949304,0.0,317022.88,0.97991943,50000.0
4832,136141,52.105,5.18,2023-04-25 07:00:00+00:00,2023-04-25 06:00:00+00:00,3.07047,4.250673,6.4164534,280.03613,274.76614,101329.69,101274.19,0.69066703,0.0,976452.9,0.007171631,50000.0
4833,136141,52.105,5.18,2023-04-25 08:00:00+00:00,2023-04-25 06:00:00+00:00,4.201336,5.643022,8.749153,281.35547,274.20648,101386.9,101331.44,0.60622466,2.0861626e-06,1519737.6,0.8478699,50000.0
4834,136141,52.105,5.18,2023-04-25 09:00:00+00:00,2023-04-25 06:00:00+00:00,4.884351,6.5766835,10.066329,282.01636,273.6694,101450.04,101394.56,0.5576707,5.9604645e-07,1628729.8,0.8612366,50000.0
4835,136141,52.105,5.18,2023-04-25 10:00:00+00:00,2023-04-25 06:00:00+00:00,5.5411196,7.4434485,11.333136,282.44507,273.4522,101522.97,101467.375,0.5332713,1.1920929e-07,1893651.0,0.8418884,50000.0
4836,136141,52.105,5.18,2023-04-25 11:00:00+00:00,2023-04-25 06:00:00+00:00,5.439641,7.292555,11.467378,282.4214,273.95038,101564.09,101508.625,0.5539313,1.8179417e-06,1908662.8,0.9241638,50000.0
4837,136141,52.105,5.18,2023-04-25 12:00:00+00:00,2023-04-25 06:00:00+00:00,5.4648757,7.3308635,11.182623,282.61523,273.96228,101594.27,101538.75,0.5469881,2.1457672e-06,1921793.9,0.95880127,50000.0
4838,136141,52.105,5.18,2023-04-25 13:00:00+00:00,2023-04-25 06:00:00+00:00,5.4437127,7.2957506,11.207643,282.75903,273.81155,101615.99,101560.31,0.5360013,7.748604e-07,1870742.0,0.89068604,50000.0
4839,136141,52.105,5.18,2023-04-25 14:00:00+00:00,2023-04-25 06:00:00+00:00,5.4268928,7.284962,11.162575,282.8413,273.276,101647.914,101592.125,0.51286876,0.0,1839736.0,0.81100464,50000.0
4840,136141,52.105,5.18,2023-04-25 15:00:00+00:00,2023-04-25 06:00:00+00:00,5.5584426,7.472562,11.41935,282.44702,273.49286,101672.28,101616.81,0.5348412,0.0,1631272.0,0.69189453,50000.0
4841,136141,52.105,5.18,2023-04-25 16:00:00+00:00,2023-04-25 06:00:00+00:00,5.4901023,7.378407,11.2223425,282.15186,272.98407,101707.39,101651.625,0.52600634,0.0,1458504.0,0.4734497,50000.0
4842,136141,52.105,5.18,2023-04-25 17:00:00+00:00,2023-04-25 06:00:00+00:00,5.322664,7.198915,10.920059,281.39575,273.00293,101742.21,101686.44,0.5541894,0.0,994793.0,0.5067444,50000.0
4843,136141,52.105,5.18,2023-04-25 18:00:00+00:00,2023-04-25 06:00:00+00:00,4.4694886,6.231791,10.297223,280.46558,272.97794,101786.54,101730.5,0.5894223,0.0,512617.0,0.0,50000.0
4855,136141,52.105,5.18,2023-04-26 06:00:00+00:00,2023-04-25 06:00:00+00:00,0.94225675,1.9326115,1.9966068,276.85742,273.17557,101918.92,101861.94,0.7685019,0.0,223265.0,0.99942017,50000.0
4845,136141,52.105,5.18,2023-04-25 20:00:00+00:00,2023-04-25 06:00:00+00:00,1.7088219,4.273217,4.9036074,277.7693,274.01202,101882.555,101825.81,0.7658303,0.0,0.0,0.0,50000.0
4846,136141,52.105,5.18,2023-04-25 21:00:00+00:00,2023-04-25 06:00:00+00:00,1.5292056,4.117825,3.106205,276.8506,273.79596,101883.055,101826.0,0.80436695,0.0,0.0,0.0,50000.0
4847,136141,52.105,5.18,2023-04-25 22:00:00+00:00,2023-04-25 06:00:00+00:00,1.4092603,4.0243826,2.7913563,276.0503,273.3433,101893.28,101836.25,0.82382226,0.0,0.0,3.0517578e-05,50000.0
4848,136141,52.105,5.18,2023-04-25 23:00:00+00:00,2023-04-25 06:00:00+00:00,1.0701343,3.491204,2.5720153,275.46484,272.84402,101909.875,101852.75,0.82858336,0.0,0.0,3.0517578e-05,50000.0
4849,136141,52.105,5.18,2023-04-26 00:00:00+00:00,2023-04-25 06:00:00+00:00,0.857368,2.9187415,1.9672195,274.9546,272.5101,101915.266,101857.56,0.83871526,0.0,0.0,3.0517578e-05,50000.0
4850,136141,52.105,5.18,2023-04-26 01:00:00+00:00,2023-04-25 06:00:00+00:00,1.0661497,3.2118516,1.9189417,274.36743,272.3516,101910.2,101853.25,0.8643501,0.0,0.0,0.07684326,50000.0
4851,136141,52.105,5.18,2023-04-26 02:00:00+00:00,2023-04-25 06:00:00+00:00,0.9005518,3.0969465,1.9144679,274.69556,272.43005,101900.18,101842.69,0.84892327,0.0,0.0,0.8688965,50000.0
4852,136141,52.105,5.18,2023-04-26 03:00:00+00:00,2023-04-25 06:00:00+00:00,1.0803753,3.2747917,1.9773694,275.2556,272.553,101892.12,101834.81,0.8228765,0.0,0.0,0.94488525,50000.0
4853,136141,52.105,5.18,2023-04-26 04:00:00+00:00,2023-04-25 06:00:00+00:00,1.1169747,2.9989433,2.0319824,275.5681,272.59497,101899.89,101842.625,0.80732775,0.0,0.0,0.9989319,50000.0
4854,136141,52.105,5.18,2023-04-26 05:00:00+00:00,2023-04-25 06:00:00+00:00,1.0341771,2.5915055,2.0643735,275.81738,272.79425,101895.96,101839.06,0.8046728,0.0,26847.0,0.9985657,50000.0
4844,136141,52.105,5.18,2023-04-25 19:00:00+00:00,2023-04-25 06:00:00+00:00,2.6954827,5.091369,8.209859,279.01636,273.83264,101839.94,101783.625,0.69293845,0.0,112427.0,0.0,50000.0
5047,136141,52.105,5.18,2023-04-27 06:00:00+00:00,2023-04-26 06:00:00+00:00,1.6891619,4.1575527,3.2648556,275.73022,272.4347,102129.62,102071.625,0.7888951,0.0,381106.0,0.9916992,50000.0
5041,136141,52.105,5.18,2023-04-27 00:00:00+00:00,2023-04-26 06:00:00+00:00,1.184038,3.8670032,2.3463283,275.1355,272.6197,102136.06,102078.25,0.8340154,0.0,0.0,0.0,50000.0
5046,136141,52.105,5.18,2023-04-27 05:00:00+00:00,2023-04-26 06:00:00+00:00,1.591981,4.61498,2.9590075,274.15405,272.20035,102111.37,102052.81,0.86851543,0.0,53609.0,0.9802551,50000.0
5024,136141,52.105,5.18,2023-04-26 07:00:00+00:00,2023-04-26 06:00:00+00:00,1.0589391,1.7152771,2.499603,278.50513,274.24753,101948.56,101891.69,0.7397085,0.0,543343.4,1.0,50000.0
5025,136141,52.105,5.18,2023-04-26 08:00:00+00:00,2023-04-26 06:00:00+00:00,1.2659994,1.6247808,3.5339437,280.11108,273.8422,101979.12,101922.31,0.6431806,2.503395e-06,871548.3,1.0,50000.0
5026,136141,52.105,5.18,2023-04-26 09:00:00+00:00,2023-04-26 06:00:00+00:00,1.6419948,2.0410414,4.1343894,280.42285,273.26126,101988.734,101933.25,0.60373545,1.6391277e-06,660288.1,1.0,50000.0
5027,136141,52.105,5.18,2023-04-26 10:00:00+00:00,2023-04-26 06:00:00+00:00,1.8826499,2.3334992,5.038117,281.37305,273.49713,102002.24,101946.19,0.5755825,1.9073486e-06,1330450.2,0.99990845,50000.0
5028,136141,52.105,5.18,2023-04-26 11:00:00+00:00,2023-04-26 06:00:00+00:00,1.8851106,2.3022516,5.3958454,281.9607,273.66312,101996.11,101940.19,0.559682,1.3411045e-06,1523339.0,0.99346924,50000.0
5029,136141,52.105,5.18,2023-04-26 12:00:00+00:00,2023-04-26 06:00:00+00:00,2.1062796,2.5732074,5.732849,282.55664,273.54907,101984.35,101928.31,0.5330549,1.0430813e-06,1744583.0,0.98703,50000.0
5031,136141,52.105,5.18,2023-04-26 14:00:00+00:00,2023-04-26 06:00:00+00:00,2.4090202,2.9398484,6.2344565,283.32935,273.70197,101979.234,101923.5,0.5118294,1.7881393e-07,1871508.0,0.8673401,50000.0
5032,136141,52.105,5.18,2023-04-26 15:00:00+00:00,2023-04-26 06:00:00+00:00,2.5764525,3.1627085,6.5119114,283.47437,273.64462,101961.09,101905.69,0.5049629,0.0,1816594.0,0.43121338,50000.0
5033,136141,52.105,5.18,2023-04-26 16:00:00+00:00,2023-04-26 06:00:00+00:00,2.5018456,3.0807047,6.427295,283.42505,273.31613,101950.17,101894.44,0.49441916,0.0,1625751.0,0.20013428,50000.0
5034,136141,52.105,5.18,2023-04-26 17:00:00+00:00,2023-04-26 06:00:00+00:00,2.4998038,3.1139162,6.0830536,282.92285,272.8324,101969.93,101913.81,0.4939463,0.0,1019025.0,0.95932007,50000.0
5030,136141,52.105,5.18,2023-04-26 13:00:00+00:00,2023-04-26 06:00:00+00:00,2.2464328,2.7403455,6.012088,283.0266,273.63428,101979.9,101924.0,0.51967263,6.109476e-07,1841290.0,0.9347229,50000.0
5036,136141,52.105,5.18,2023-04-26 19:00:00+00:00,2023-04-26 06:00:00+00:00,2.1697576,4.450612,4.96156,280.073,273.72208,102017.39,101961.19,0.6393785,0.0,117876.0,3.0517578e-05,50000.0
5037,136141,52.105,5.18,2023-04-26 20:00:00+00:00,2023-04-26 06:00:00+00:00,1.8332736,4.5625134,3.9743237,278.42993,273.4228,102053.85,101997.19,0.7008568,0.0,0.0,0.0,50000.0
5038,136141,52.105,5.18,2023-04-26 21:00:00+00:00,2023-04-26 06:00:00+00:00,1.5000343,4.345858,3.329864,277.2876,273.17145,102078.59,102021.44,0.74535245,0.0,0.0,0.0,50000.0
5039,136141,52.105,5.18,2023-04-26 22:00:00+00:00,2023-04-26 06:00:00+00:00,1.402758,4.2928348,2.729978,276.4309,272.83575,102100.46,102043.0,0.7729031,0.0,0.0,0.0,50000.0
5040,136141,52.105,5.18,2023-04-26 23:00:00+00:00,2023-04-26 06:00:00+00:00,1.2854776,4.119644,2.5546513,275.72388,272.65607,102126.35,102068.56,0.80230695,0.0,0.0,0.0,50000.0
5042,136141,52.105,5.18,2023-04-27 01:00:00+00:00,2023-04-26 06:00:00+00:00,1.1567794,3.9129581,2.1516914,274.69092,272.49878,102115.59,102057.125,0.85380626,0.0,0.0,0.0,50000.0
5043,136141,52.105,5.18,2023-04-27 02:00:00+00:00,2023-04-26 06:00:00+00:00,1.1698194,3.9265125,2.126734,274.34912,272.37094,102115.5,102056.94,0.866822,0.0,0.0,0.0,50000.0
5044,136141,52.105,5.18,2023-04-27 03:00:00+00:00,2023-04-26 06:00:00+00:00,1.3813472,4.2795386,2.5118682,274.11328,272.3012,102104.625,102046.06,0.87747246,0.0,0.0,0.040924072,50000.0
5045,136141,52.105,5.18,2023-04-27 04:00:00+00:00,2023-04-26 06:00:00+00:00,1.5444905,4.576645,2.8153527,274.00684,272.2359,102108.75,102049.81,0.8796239,0.0,0.0,0.09732056,50000.0
5035,136141,52.105,5.18,2023-04-26 18:00:00+00:00,2023-04-26 06:00:00+00:00,2.7174346,3.7664092,5.521446,281.94727,272.9713,101978.86,101922.31,0.53267354,0.0,510568.0,0.06866455,50000.0
5216,136141,52.105,5.18,2023-04-27 07:00:00+00:00,2023-04-27 06:00:00+00:00,2.576075,4.0787463,5.1569967,278.98877,273.88202,102085.9,102027.81,0.69686097,0.0,846203.06,0.9961548,50000.0
5238,136141,52.105,5.18,2023-04-28 05:00:00+00:00,2023-04-27 06:00:00+00:00,3.1333086,5.614025,5.954035,280.0713,279.53156,101028.23,100972.25,0.9633185,5.1558018e-05,1336.0,1.000002,3029.51
5217,136141,52.105,5.18,2023-04-27 08:00:00+00:00,2023-04-27 06:00:00+00:00,2.7761915,3.7432187,6.144746,280.896,274.34872,102161.91,102105.25,0.63194954,0.0,1344323.2,0.9979553,50000.0
5218,136141,52.105,5.18,2023-04-27 09:00:00+00:00,2023-04-27 06:00:00+00:00,2.686425,3.447816,6.5061827,282.38843,274.22385,102147.81,102092.06,0.56609184,0.0,1825029.0,0.9882202,50000.0
5219,136141,52.105,5.18,2023-04-27 10:00:00+00:00,2023-04-27 06:00:00+00:00,2.5568058,3.2249784,6.5843687,283.62427,273.96683,102144.23,102088.75,0.5116936,0.0,2184627.5,0.9690857,50000.0
5220,136141,52.105,5.18,2023-04-27 11:00:00+00:00,2023-04-27 06:00:00+00:00,2.4307306,3.0407147,6.5834074,284.76123,274.23077,102113.516,102057.94,0.4834643,0.0,2469860.2,0.9925232,50000.0
5221,136141,52.105,5.18,2023-04-27 12:00:00+00:00,2023-04-27 06:00:00+00:00,2.2543,2.7779715,6.5894766,285.3169,274.07874,102055.15,101999.5,0.46085042,0.0,2334951.0,1.0,50000.0
5222,136141,52.105,5.18,2023-04-27 13:00:00+00:00,2023-04-27 06:00:00+00:00,2.1873603,2.7084522,6.22318,285.29834,273.91916,102013.79,101958.19,0.45618123,0.0,1645221.0,1.0,50000.0
5223,136141,52.105,5.18,2023-04-27 14:00:00+00:00,2023-04-27 06:00:00+00:00,2.4619944,3.096705,6.027597,285.43457,274.0193,102003.38,101948.125,0.45557082,0.0,1360438.0,1.0,50000.0
5224,136141,52.105,5.18,2023-04-27 15:00:00+00:00,2023-04-27 06:00:00+00:00,3.1982107,4.1945424,6.9070444,285.21118,274.04736,101960.72,101905.75,0.46315438,0.0,1194347.0,1.0,50000.0
5225,136141,52.105,5.18,2023-04-27 16:00:00+00:00,2023-04-27 06:00:00+00:00,3.9073098,5.272353,7.7532063,284.85107,274.10715,101911.586,101856.625,0.47633785,0.0,952405.0,1.0,50000.0
5226,136141,52.105,5.18,2023-04-27 17:00:00+00:00,2023-04-27 06:00:00+00:00,3.4208448,5.0225353,7.7589197,284.0874,274.85864,101867.83,101813.06,0.5287217,0.0,492376.0,1.0,50000.0
5239,136141,52.105,5.18,2023-04-28 06:00:00+00:00,2023-04-27 06:00:00+00:00,2.8933392,5.134481,5.876755,280.53027,280.08588,100974.65,100919.5,0.969666,1.4305115e-06,25015.0,1.0000036,2643.0652
5228,136141,52.105,5.18,2023-04-27 19:00:00+00:00,2023-04-27 06:00:00+00:00,2.149288,4.940199,4.77083,282.1018,275.02698,101807.3,101751.56,0.6115017,0.0,71156.0,0.97857666,50000.0
5229,136141,52.105,5.18,2023-04-27 20:00:00+00:00,2023-04-27 06:00:00+00:00,2.4002204,5.6190786,4.4440618,281.17773,274.72568,101785.33,101729.125,0.6369998,0.0,0.0,1.0,50000.0
5230,136141,52.105,5.18,2023-04-27 21:00:00+00:00,2023-04-27 06:00:00+00:00,3.087143,6.378921,5.659594,280.89087,274.435,101715.875,101659.625,0.6363137,0.0,0.0,1.0,50000.0
